"age","sex","parent","disabled","uses.lib","ses","raceth","educ","rurality"
NA,"male","not parent","no","yes","medium","Non-Hispanic White","Four-year degree or more","urban"
29,"female","not parent","no","yes","medium",NA,"Four-year degree or more","urban"
53,"female","not parent","no","yes","medium","Non-Hispanic White","Four-year degree or more","suburban"
39,"male","not parent","no","no","high","Non-Hispanic White","HS to 2-year degree","urban"
73,"male","not parent","no","no","low","Non-Hispanic White","Four-year degree or more","rural"
20,"male","parent","no","no","medium","Non-Hispanic White","HS to 2-year degree","rural"
26,"female","not parent","no","yes","medium","Non-Hispanic White","Four-year degree or more","urban"
31,"male","parent","no","yes","medium",NA,"Four-year degree or more","suburban"
30,"female","not parent","no","yes","medium","Non-Hispanic White","Four-year degree or more","rural"
NA,"male","parent","no","yes","medium",NA,"Four-year degree or more","suburban"
55,"male","not parent","yes","yes","medium","Hispanic","HS to 2-year degree","rural"
26,"female","not parent","no","yes","medium","Non-Hispanic Black","Four-year degree or more","rural"
25,"male","not parent","no","no","medium","Non-Hispanic White","Four-year degree or more","rural"
63,"male","not parent","no","no","medium","Non-Hispanic White","HS to 2-year degree","rural"
28,"female","not parent","no","no","medium","Hispanic","HS to 2-year degree","rural"
60,"male","not parent",NA,"no","medium","Hispanic","Four-year degree or more","urban"
45,"male","parent","no","yes","medium","Non-Hispanic White","HS to 2-year degree","rural"
28,"female","parent","no","yes","low","Hispanic","HS to 2-year degree","rural"
50,"female","not parent","no","yes","medium","Non-Hispanic White","Four-year degree or more","urban"
38,"male","parent","no","no","low","Non-Hispanic Black","HS to 2-year degree","rural"
17,"male","not parent","no","yes","medium","Non-Hispanic White","HS to 2-year degree","urban"
51,"female","not parent","no","no","medium","Non-Hispanic Black","HS to 2-year degree","urban"
44,"male","parent","no","yes","medium","Non-Hispanic Black","Four-year degree or more","rural"
55,"female","not parent","no","no","low","Non-Hispanic Black","HS to 2-year degree","rural"
17,"male","not parent","no","yes","medium","Non-Hispanic Black","< HS","suburban"
62,"female","not parent","no","no","medium","Non-Hispanic White","Four-year degree or more","suburban"
58,"female","not parent","yes","yes","medium",NA,"HS to 2-year degree","suburban"
81,"female","not parent","yes","no","medium","Non-Hispanic White","< HS","rural"
21,"female","not parent","no","yes","low","Non-Hispanic White","HS to 2-year degree","urban"
60,"male","not parent","no","no","medium","Non-Hispanic Black","HS to 2-year degree","rural"
55,"female","not parent","no","no","medium","Hispanic","Four-year degree or more","urban"
44,"male","parent","no","yes","low","Non-Hispanic White","HS to 2-year degree","rural"
59,"female","not parent","no","yes","low","Non-Hispanic White","HS to 2-year degree","rural"
79,"female","not parent","no","no","medium","Non-Hispanic White","Four-year degree or more","urban"
25,"male","not parent","no","yes","low","Non-Hispanic White","Four-year degree or more","urban"
65,"male","not parent","no","yes","medium","Non-Hispanic Black","Four-year degree or more","urban"
47,"male","not parent","no","no","medium","Non-Hispanic White","HS to 2-year degree","rural"
46,"male","not parent","yes","no","medium","Non-Hispanic Black","< HS","rural"
52,"female","not parent","no","no","medium","Non-Hispanic White","HS to 2-year degree","rural"
19,"male","not parent","no","no","medium","Non-Hispanic White","HS to 2-year degree","rural"
40,"female","parent","no","no","medium","Non-Hispanic Black","HS to 2-year degree","suburban"
62,"male","not parent","no","yes","high","Non-Hispanic White","Four-year degree or more","suburban"
53,"female","not parent","no","yes","low","Non-Hispanic Black","HS to 2-year degree","rural"
29,"female","parent","no","yes","medium","Non-Hispanic Black","Four-year degree or more","urban"
68,"male","not parent","no","yes","medium","Non-Hispanic Black","HS to 2-year degree","suburban"
41,"female","parent","no","yes","medium","Non-Hispanic White","Four-year degree or more","rural"
17,"female","not parent","no","yes","medium",NA,"< HS","urban"
17,"female","not parent","no","yes","medium","Non-Hispanic White","< HS","rural"
44,"male","parent","no","no","high","Non-Hispanic White","HS to 2-year degree","rural"
42,"male","parent","no","no","medium",NA,"HS to 2-year degree","suburban"
50,"female","parent","no","no","medium","Non-Hispanic White","Four-year degree or more","rural"
50,"male","parent","no","yes","medium","Non-Hispanic White","Four-year degree or more","suburban"
42,"female","not parent","no","yes","low","Non-Hispanic White","HS to 2-year degree","rural"
27,"male","not parent","no","yes","medium","Non-Hispanic White","Four-year degree or more","urban"
56,"female","not parent","yes","no","low",NA,"< HS","rural"
45,"male","not parent","no","yes","medium","Non-Hispanic White","HS to 2-year degree","rural"
60,"female","not parent","no","yes","medium","Non-Hispanic White","HS to 2-year degree","suburban"
22,"female","not parent","no","no","medium","Non-Hispanic White","Four-year degree or more","suburban"
63,"male","not parent","no","no","medium","Non-Hispanic White","HS to 2-year degree","rural"
72,"female","parent","no","yes","medium","Non-Hispanic White","HS to 2-year degree","rural"
38,"female","parent","no","no","medium","Non-Hispanic White","Four-year degree or more","rural"
62,"male","not parent","no","no","medium","Non-Hispanic White","Four-year degree or more","urban"
33,"female","parent","no","yes","low","Non-Hispanic Black","HS to 2-year degree","suburban"
25,"male","not parent","no","no","medium","Non-Hispanic White","Four-year degree or more","rural"
43,"female","parent","no","yes","medium","Non-Hispanic White","Four-year degree or more","suburban"
78,"male","not parent","no","yes","medium","Non-Hispanic White","Four-year degree or more","rural"
65,"male","not parent","no","no","medium","Non-Hispanic White","Four-year degree or more","rural"
34,"female","not parent","no","no","medium","Hispanic","Four-year degree or more","urban"
69,"male","not parent","no","yes","high","Non-Hispanic White","Four-year degree or more","suburban"
63,"male","not parent","no","yes","high","Hispanic","Four-year degree or more","urban"
22,"male","not parent","no","yes","low","Non-Hispanic White","HS to 2-year degree","rural"
42,"male","parent","no","yes","high","Non-Hispanic White","Four-year degree or more","urban"
64,"male","not parent","no","yes","medium","Non-Hispanic White","Four-year degree or more","rural"
33,"female","parent","no","yes","medium","Non-Hispanic White","Four-year degree or more","rural"
80,"female","not parent","no","yes","medium",NA,"HS to 2-year degree","suburban"
27,"female","parent","no","no","medium","Hispanic","Four-year degree or more","suburban"
47,"female","not parent","yes","no","low","Non-Hispanic White","< HS","urban"
32,"female","parent","no","yes","low","Non-Hispanic White","< HS","rural"
82,"male","not parent","no","no","medium","Non-Hispanic White","HS to 2-year degree","rural"
62,"male","not parent","no","no","medium","Non-Hispanic White","Four-year degree or more","rural"
52,"female","not parent","no","no","medium","Non-Hispanic White","Four-year degree or more","rural"
21,"male","not parent","no","no","medium","Hispanic","HS to 2-year degree","rural"
67,"male","not parent","yes","no","medium","Non-Hispanic White","HS to 2-year degree","rural"
25,"male","not parent","no","no","medium","Hispanic","HS to 2-year degree","suburban"
47,"male","not parent","no","no","medium","Hispanic","< HS","urban"
55,"male","not parent","no","no","medium","Non-Hispanic White","Four-year degree or more","urban"
52,"male","not parent","no","yes","medium","Non-Hispanic White","HS to 2-year degree","suburban"
34,"female","not parent","no","yes","medium","Non-Hispanic White","Four-year degree or more","rural"
55,"female","not parent","no","yes","medium","Non-Hispanic White","Four-year degree or more","suburban"
20,"male","not parent","no","no","medium","Non-Hispanic Black","HS to 2-year degree","urban"
36,"male","not parent","yes","no","medium","Non-Hispanic White","HS to 2-year degree","suburban"
64,"male","not parent","no","no","medium","Non-Hispanic White","Four-year degree or more","suburban"
47,"female","not parent","no","yes","medium","Non-Hispanic White","Four-year degree or more","urban"
46,"male","parent","no","no","high",NA,"HS to 2-year degree","rural"
17,"male","not parent","no","yes","high","Non-Hispanic White","< HS","suburban"
54,"female","not parent","no","yes","medium","Non-Hispanic White","HS to 2-year degree","rural"
31,"male","not parent","no","no","medium","Non-Hispanic White","HS to 2-year degree","rural"
71,"female","not parent","no","yes","medium","Non-Hispanic White","Four-year degree or more","urban"
45,"female","parent","no","yes","medium","Hispanic","HS to 2-year degree","suburban"
67,"male","not parent","no","no","medium","Non-Hispanic White","HS to 2-year degree","rural"
27,"female","parent","no","yes","medium","Non-Hispanic Black","HS to 2-year degree","rural"
71,"female","not parent","no","yes","medium","Non-Hispanic White","Four-year degree or more","suburban"
69,"male","not parent","no","yes","medium","Non-Hispanic White","Four-year degree or more","suburban"
31,"female","parent","no","yes","low",NA,"HS to 2-year degree","rural"
50,"male","not parent","no","no","medium","Non-Hispanic White","HS to 2-year degree","rural"
49,"female","not parent","yes","no","low",NA,"< HS","rural"
72,"female","not parent","no","no","medium","Non-Hispanic White","Four-year degree or more","rural"
45,"male","parent","no","no","medium","Non-Hispanic White","HS to 2-year degree","rural"
53,"female","not parent","no","yes","medium","Non-Hispanic White","HS to 2-year degree","rural"
35,"male","not parent","no","no","medium","Non-Hispanic White","Four-year degree or more","urban"
35,"male","not parent","no","no","medium","Non-Hispanic White","HS to 2-year degree","rural"
52,"male","parent","no","no","high","Non-Hispanic White","Four-year degree or more","suburban"
59,"female","not parent","no","no","high","Non-Hispanic White","Four-year degree or more","suburban"
30,"male","not parent","no","no","medium","Non-Hispanic Black","Four-year degree or more","suburban"
51,"female","not parent","no","yes","high","Non-Hispanic White","HS to 2-year degree","suburban"
29,"female","parent","no","no","medium","Non-Hispanic White","Four-year degree or more","rural"
66,"female","not parent","no","yes","medium","Non-Hispanic White","Four-year degree or more","suburban"
60,"male","not parent","no","no","medium","Non-Hispanic White","HS to 2-year degree","suburban"
33,"male","parent","no","no","high","Non-Hispanic White","Four-year degree or more","suburban"
19,"female","not parent","no","no","medium",NA,"HS to 2-year degree","rural"
27,"female","not parent","no","yes","high","Non-Hispanic White","Four-year degree or more","urban"
26,"male","not parent","no","yes","medium",NA,"Four-year degree or more","rural"
60,"female","not parent","no","yes","medium","Non-Hispanic White","Four-year degree or more","suburban"
75,"female","not parent","no","yes","medium","Non-Hispanic White","HS to 2-year degree","rural"
34,"female","not parent","no","yes","medium","Non-Hispanic White","Four-year degree or more","suburban"
26,"female","not parent","no","no","medium","Non-Hispanic White","HS to 2-year degree","suburban"
31,"male","not parent","no","no","medium","Non-Hispanic White","HS to 2-year degree","urban"
38,"male","parent","no","no","medium","Non-Hispanic White","HS to 2-year degree","rural"
35,"male","parent","no","no","medium","Non-Hispanic Black","HS to 2-year degree","rural"
20,"female","not parent","no","yes","medium","Non-Hispanic White","HS to 2-year degree","rural"
66,"female","not parent","no","yes","medium","Non-Hispanic White","HS to 2-year degree","rural"
17,"female","not parent","no","yes","medium","Non-Hispanic White","< HS",NA
NA,"female","parent","no","yes","medium","Hispanic","HS to 2-year degree","suburban"
25,"female","parent","yes","no","low","Non-Hispanic White","< HS","urban"
70,"female","parent","no","yes","medium","Non-Hispanic Black","HS to 2-year degree","rural"
56,"female","not parent","no","no","medium","Non-Hispanic White","Four-year degree or more","rural"
40,"female","not parent","no","yes","medium","Non-Hispanic White","HS to 2-year degree","suburban"
56,"male","parent","no","yes","high","Non-Hispanic White","Four-year degree or more","rural"
24,"female","not parent","no","yes","low",NA,"HS to 2-year degree","urban"
48,"male","parent","no","yes","medium","Non-Hispanic White","HS to 2-year degree","suburban"
25,"male","not parent","no","yes","medium","Non-Hispanic White","HS to 2-year degree","rural"
55,"male","not parent","no","yes","medium","Non-Hispanic Black","HS to 2-year degree","urban"
34,"male","not parent","no","no","medium","Hispanic","< HS","rural"
16,"male","not parent","no","no","medium","Non-Hispanic White","< HS","rural"
51,"male","parent","no","no","high","Hispanic","Four-year degree or more","suburban"
66,"male","not parent","no","no","medium","Non-Hispanic White","Four-year degree or more","suburban"
39,"male","not parent","no","no","medium","Hispanic","< HS","urban"
38,"male","parent","no","no","low","Hispanic","< HS","rural"
29,"male","not parent","no","no","medium","Non-Hispanic White","HS to 2-year degree","urban"
39,"male","parent","no","no","medium","Non-Hispanic White","< HS","rural"
